,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
186,"Before You Go","Lewis Capaldi",8210,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
187,"Calma - Remix","Pedro Capó",8168,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
188,"Ponte Pa' Mi","Rauw Alejandro",8161,https://open.spotify.com/track/10u2iOS0r6plfb9GknD7g4
189,"Mi Error - Remix","Eladio Carrion",8113,https://open.spotify.com/track/5IjOqh4XLyjHINuOGolmAt
190,"RONCA FREESTYLE","Bad Bunny",8111,https://open.spotify.com/track/3XZeOzJ9tqnu58YP6cqApI
191,"La Mujer Perfecta",KURT,8069,https://open.spotify.com/track/5XR1WyZ0uOSHRNhP85QxT4
192,"Get You The Moon (feat. Snøw)",Kina,8066,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
193,"La Boca","Mau y Ricky",8051,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
194,"Come & Go (with Marshmello)","Juice WRLD",8049,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
195,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",8045,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
196,"La Bella y la Bestia",Reik,8045,https://open.spotify.com/track/0G0p7mc4wEaQTsUpzEmkEs
197,"Bajo La Mesa",Morat,8021,https://open.spotify.com/track/7BEPdOI0neT6p7PnLViqmH
198,"Estamos Bien","Bad Bunny",8015,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT
199,"Bohemian Rhapsody - 2011 Mix",Queen,7963,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
200,"Dancing With A Stranger (with Normani)","Sam Smith",7954,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
